año,capitulo,nombre_capitulo,total_fonasa,problemas_llegar_consulta_respuestas,problemas_llegar_consulta_si,problemas_llegar_consulta_no,problemas_llegar_consulta_nsnr,problemas_llegar_consulta_si_porcentaje,problemas_llegar_consulta_no_porcentaje,problemas_llegar_consulta_nsnr_porcentaje,problemas_conseguir_cita_respuestas,problemas_conseguir_cita_si,problemas_conseguir_cita_no,problemas_conseguir_cita_nsnr,problemas_conseguir_cita_si_porcentaje,problemas_conseguir_cita_no_porcentaje,problemas_conseguir_cita_nsnr_porcentaje,problemas_ser_atendido_respuestas,problemas_ser_atendido_si,problemas_ser_atendido_no,problemas_ser_atendido_nsnr,problemas_ser_atendido_si_porcentaje,problemas_ser_atendido_no_porcentaje,problemas_ser_atendido_nsnr_porcentaje,problemas_pagar_por_costo_respuestas,problemas_pagar_por_costo_si,problemas_pagar_por_costo_no,problemas_pagar_por_costo_nsnr,problemas_pagar_por_costo_si_porcentaje,problemas_pagar_por_costo_no_porcentaje,problemas_pagar_por_costo_nsnr_porcentaje,problemas_entrega_medicamentos_respuestas,problemas_entrega_medicamentos_si,problemas_entrega_medicamentos_no,problemas_entrega_medicamentos_nsnr,problemas_entrega_medicamentos_si_porcentaje,problemas_entrega_medicamentos_no_porcentaje,problemas_entrega_medicamentos_nsnr_porcentaje
2017,30,SERVICIO DE SALUD ÑUBLE,406057.0,97072.0,8144.0,87329.0,1599.0,8.38964892038899,89.96312015823307,1.6472309213779464,97072.0,16619.0,78787.0,1666.0,17.12028185264546,81.16346629306082,1.71625185429372,97072.0,16810.0,78663.0,1599.0,17.317043019614307,81.03572605900776,1.6472309213779464,97072.0,6730.0,88633.0,1709.0,6.9329981869128074,91.30645294214604,1.760548870941157,97072.0,7774.0,87699.0,1599.0,8.008488544585463,90.3442805340366,1.6472309213779464
2017,31,SERVICIO DE SALUD CONCEPCIÓN,536587.0,112823.0,10189.0,101351.0,1283.0,9.030959999290925,89.83186052489297,1.1371794758161011,112823.0,23650.0,87738.0,1435.0,20.962037882346685,77.76605833916844,1.2719037784848837,112823.0,29574.0,82101.0,1148.0,26.212740310043163,72.76973666716893,1.0175230227879066,112823.0,7543.0,104186.0,1094.0,6.68569351993831,92.34464603848504,0.9696604415766288,112823.0,11638.0,100091.0,1094.0,10.31527259512688,88.7150669632965,0.9696604415766288
2017,32,SERVICIO DE SALUD TALCAHUANO,326213.0,81365.0,4097.0,76146.0,1122.0,5.0353346033306705,93.58569409451238,1.378971302156947,81365.0,14683.0,65560.0,1122.0,18.04584280710379,80.57518589073926,1.378971302156947,81365.0,10758.0,69485.0,1122.0,13.221901308916612,85.39912738892644,1.378971302156947,81365.0,2295.0,77836.0,1234.0,2.820623118048301,95.66275425551528,1.5166226264364284,81365.0,4594.0,75580.0,1191.0,5.646162354820869,92.89006329502858,1.463774350150556
2017,33,SERVICIO DE SALUD BIO BIO,359235.0,72584.0,5294.0,65809.0,1481.0,7.293618428303758,90.66598699437893,2.040394577317315,72584.0,6282.0,64821.0,1481.0,8.654799955913148,89.30480546676954,2.040394577317315,72584.0,6710.0,64393.0,1481.0,9.244461589330982,88.7151438333517,2.040394577317315,72584.0,2984.0,68119.0,1481.0,4.111098864763584,93.8485065579191,2.040394577317315,72584.0,2334.0,68769.0,1481.0,3.215584701862669,94.74402072082,2.040394577317315
2017,34,SERVICIO DE SALUD ARAUCO,160544.0,35413.0,3117.0,31943.0,353.0,8.801852427074804,90.20133849151442,0.9968090814107812,35413.0,8723.0,26337.0,353.0,24.63219721571174,74.37099370287747,0.9968090814107812,35413.0,9088.0,25972.0,353.0,25.66289215824697,73.34029876034225,0.9968090814107812,35413.0,1359.0,33701.0,353.0,3.8375737723434895,95.16561714624572,0.9968090814107812,35413.0,2541.0,32519.0,353.0,7.175331093101403,91.8278598254878,0.9968090814107812
2017,35,SERVICIO DE SALUD ARAUCANÍA NORTE,212572.0,17980.0,2983.0,14744.0,253.0,16.590656284760847,82.00222469410457,1.407119021134594,17980.0,4742.0,13017.0,221.0,26.373748609566185,72.39710789766407,1.2291434927697442,17980.0,4696.0,13063.0,221.0,26.11790878754171,72.65294771968854,1.2291434927697442,17980.0,1277.0,16482.0,221.0,7.102335928809788,91.66852057842048,1.2291434927697442,17980.0,2346.0,15413.0,221.0,13.047830923248052,85.7230255839822,1.2291434927697442
2017,36,SERVICIO DE SALUD ARAUCANÍA SUR,649783.0,66016.0,8911.0,54770.0,2335.0,13.498242850218128,82.964735821619,3.5370213281628695,66016.0,12975.0,50651.0,2390.0,19.65432622394571,76.72533931168202,3.6203344643722737,66016.0,14024.0,49657.0,2335.0,21.24333494910325,75.21964372273389,3.5370213281628695,66016.0,5266.0,58415.0,2335.0,7.976854095976734,88.48612457586039,3.5370213281628695,66016.0,5851.0,57659.0,2506.0,8.863002908385846,87.34094764905478,3.7960494425593794
2017,37,SERVICIO DE SALUD VALDIVIA,313223.0,46285.0,2702.0,42509.0,1074.0,5.837744409635951,91.84184941125636,2.320406179107702,46285.0,3990.0,41178.0,1117.0,8.62050340283029,88.96618774981096,2.4133088473587554,46285.0,4653.0,40515.0,1117.0,10.052932915631414,87.53375823700983,2.4133088473587554,46285.0,1446.0,43722.0,1117.0,3.1241222858377444,94.4625688668035,2.4133088473587554,46285.0,3092.0,42076.0,1117.0,6.680350005401318,90.90634114723991,2.4133088473587554
2017,38,SERVICIO DE SALUD OSORNO,224155.0,54545.0,3115.0,50959.0,471.0,5.7108809240077,93.425611880099,0.8635071958932992,54545.0,15545.0,38556.0,444.0,28.499404161701342,70.6865890549088,0.8140067833898615,54545.0,16576.0,37317.0,652.0,30.389586579888167,68.41507012558438,1.1953432945274545,54545.0,4098.0,50003.0,444.0,7.513062608855075,91.67293060775506,0.8140067833898615,54545.0,3631.0,50410.0,504.0,6.6568888074067285,92.4191034925291,0.9240077000641672
2017,39,SERVICIO DE SALUD DEL RELONCAVI,356787.0,42762.0,3562.0,37964.0,1236.0,8.329825546045555,88.77975772882466,2.890416725129788,42762.0,8566.0,32960.0,1236.0,20.03180393807586,77.07777933679435,2.890416725129788,42762.0,11659.0,29867.0,1236.0,27.26486132547589,69.84472194939431,2.890416725129788,42762.0,3205.0,38321.0,1236.0,7.494972171554183,89.61461110331604,2.890416725129788,42762.0,3209.0,38317.0,1236.0,7.504326270988261,89.60525700388196,2.890416725129788
2017,40,SERVICIO DE SALUD AYSÉN,80605.0,22856.0,1275.0,21411.0,170.0,5.57840392019601,93.67780889044452,0.743787189359468,22856.0,2835.0,19839.0,182.0,12.403745187259362,86.79996499824992,0.7962898144907246,22856.0,3330.0,19375.0,151.0,14.569478473923697,84.76986349317465,0.6606580329016452,22856.0,707.0,21981.0,168.0,3.093279663983199,96.1716835841792,0.7350367518375919,22856.0,946.0,21759.0,151.0,4.138956947847392,95.20038501925096,0.6606580329016452
2017,41,SERVICIO DE SALUD MAGALLANES,103988.0,9383.0,577.0,8509.0,297.0,6.149419162314825,90.6852818927848,3.1652989449003512,9383.0,1295.0,7808.0,280.0,13.801556005541936,83.21432377704359,2.984120217414473,9383.0,2070.0,7033.0,280.0,22.061174464456997,74.95470531812853,2.984120217414473,9383.0,404.0,8700.0,279.0,4.305659170840882,92.7208781839497,2.9734626452094215,9383.0,553.0,8550.0,280.0,5.893637429393584,91.12224235319194,2.984120217414473
2017,42,SERVICIO DE SALUD METROPOLITANO ORIENTE,570189.0,137338.0,12396.0,119868.0,5074.0,9.025906886659191,87.27955846160567,3.694534651735135,137338.0,21324.0,110940.0,5074.0,15.52665686117462,80.77880848709025,3.694534651735135,137338.0,30807.0,102437.0,4094.0,22.43151931730475,74.587514016514,2.980966666181246,137338.0,10662.0,121798.0,4878.0,7.76332843058731,88.68485051478832,3.551821054624358,137338.0,15255.0,117009.0,5074.0,11.107632264923035,85.19783308334182,3.694534651735135
2017,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,809331.0,197372.0,10435.0,184254.0,2683.0,5.286970796262894,93.353667186835,1.3593620169020937,197372.0,28062.0,166627.0,2683.0,14.217822183491071,84.42281579960684,1.3593620169020937,197372.0,26104.0,168585.0,2683.0,13.225786839065318,85.41485114403258,1.3593620169020937,197372.0,8529.0,186160.0,2683.0,4.321281640759581,94.31935634233832,1.3593620169020937,197372.0,13463.0,181226.0,2683.0,6.821129643515797,91.81950833958211,1.3593620169020937
2017,44,SERVICIO DE SALUD METROPOLITANO SUR,882945.0,202245.0,14025.0,186892.0,1328.0,6.934658458799971,92.40871220549334,0.6566293357066924,202245.0,21275.0,178967.0,2003.0,10.519419515933643,88.49019753269549,0.990382951370862,202245.0,33573.0,166636.0,2036.0,16.600163168434324,82.39313703676234,1.0066997948033327,202245.0,13272.0,187277.0,1696.0,6.562337758659052,92.59907537887216,0.8385868624687879,202245.0,22886.0,177416.0,1943.0,11.315978145318796,87.72330589136938,0.9607159633118248
2017,45,SERVICIO DE SALUD METROPOLITANO NORTE,868353.0,177493.0,8629.0,167146.0,1718.0,4.8616001757815805,94.17047432856506,0.9679254956533496,177493.0,14599.0,161379.0,1515.0,8.225113103051951,90.9213321088719,0.8535547880761494,177493.0,18893.0,156820.0,1780.0,10.644363439684945,88.35278010963813,1.0028564506769282,177493.0,8040.0,167780.0,1673.0,4.5297561030575855,94.52767151380618,0.9425723831362364,177493.0,11953.0,164025.0,1515.0,6.734350087045686,92.41209512487816,0.8535547880761494
2017,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,915858.0,231068.0,14856.0,210989.0,5223.0,6.429276230373743,91.31035019994115,2.260373569685114,231068.0,16993.0,208852.0,5223.0,7.354112209392906,90.38551422092198,2.260373569685114,231068.0,26732.0,199113.0,5223.0,11.56888881195146,86.17073761836342,2.260373569685114,231068.0,6168.0,219677.0,5223.0,2.6693440891858673,95.07028234112902,2.260373569685114,231068.0,12679.0,213166.0,5223.0,5.4871293298942305,92.25249710042064,2.260373569685114
2017,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,1085786.0,231571.0,8543.0,216517.0,6511.0,3.6891493321702633,93.49918599479209,2.811664673037643,231571.0,17471.0,207351.0,6749.0,7.544554369934059,89.54100470266138,2.9144409274045544,231571.0,57863.0,166959.0,6749.0,24.987152968204136,72.09840610439132,2.9144409274045544,231571.0,5374.0,219448.0,6749.0,2.320670550284794,94.76488852231066,2.9144409274045544,231571.0,10285.0,214379.0,6907.0,4.441402420855806,92.57592703749606,2.9826705416481336
2017,53,SERVICIO DE SALUD CHILOÉ,167564.0,37837.0,1367.0,35687.0,783.0,3.612865713455084,94.31773132119356,2.0694029653513755,37837.0,3228.0,33826.0,783.0,8.531331765203372,89.39926526944525,2.0694029653513755,37837.0,3678.0,33203.0,956.0,9.720643814255888,87.75272881042366,2.526627375320454,37837.0,470.0,36584.0,783.0,1.2421703623437377,96.68842667230489,2.0694029653513755,37837.0,1067.0,35774.0,996.0,2.819991014086741,94.54766498401035,2.6323440019028994
2018,20,SERVICIO DE SALUD ARICA,269607.4,27943.2,3676.4,24111.2,155.6,16.49277910071296,81.5674815175658,1.9397393817212412,27943.2,8328.8,19418.8,195.6,33.895091274363146,63.6916482586576,2.413260466979255,27943.2,9198.6,18549.0,195.6,34.439622896557125,63.14711663646362,2.413260466979255,27943.2,1664.4,26053.2,225.6,7.000281488804609,90.55911173049923,2.4406067806961658,27943.2,2672.0,25029.2,242.0,12.656873515451982,84.88757038568659,2.4555560988614102
2018,21,SERVICIO DE SALUD TARAPACÁ,466637.8,42549.6,5935.6,36099.6,514.4,13.37637458021405,84.3305147482849,2.293110671501047,42549.6,10534.6,31510.2,504.8,23.26152695625201,74.48946177966116,2.2490112640868345,42549.6,10054.0,31833.4,662.2,20.63678369755973,76.68512107848443,2.678095223955842,42549.6,4440.6,37482.6,626.4,8.868866732015045,88.7853621846862,2.345771083298751,42549.6,5678.2,36278.6,592.8,11.634139019487955,85.93440636723268,2.431454613279363
2018,22,SERVICIO DE SALUD ANTOFAGASTA,720203.4,53418.4,7091.8,46038.8,287.8,10.857450635241968,87.60927314772759,1.5332762170304386,53418.4,11824.6,41111.4,482.4,17.119957277661623,80.25216234972848,2.627880372609904,53418.4,12738.6,40174.2,505.6,20.881975302359486,76.47816481412512,2.6398598835153897,53418.4,6912.4,45923.2,582.8,10.295370014773813,87.02490724645632,2.679722738769851,53418.4,7739.8,44952.0,726.6,10.868567000640992,85.94351630892923,3.1879166904297778
2018,23,SERVICIO DE SALUD ATACAMA,377853.8,37640.8,4896.0,31986.4,758.4,13.730675006615924,82.99951383532596,3.2698111580581184,37640.8,9183.8,27629.6,827.4,22.722381989387063,73.8362891287934,3.441328881819551,37640.8,9385.8,27449.0,806.0,23.571104745291724,73.00999165687246,3.418903597835815,37640.8,5145.4,31675.6,819.8,12.759707625877505,83.80692761184858,3.433364762273925,37640.8,5396.0,31449.4,795.4,14.147585819764844,82.5177219397652,3.3346922404699506
2018,24,SERVICIO DE SALUD COQUIMBO,1089875.0,99951.2,14240.0,84752.4,958.8,14.47363941891735,83.81269348513123,1.7136670959514042,99951.2,21775.0,77081.0,1095.2,24.35664935361558,73.97679852775359,1.6665521186308438,99951.2,20727.8,78199.2,1024.2,22.503710892597006,75.85403907395951,1.6422500334434782,99951.2,9307.4,89416.4,1227.4,10.12713866989159,88.16105941342447,1.7118019166839389,99951.2,11748.2,86830.4,1372.6,12.857644010546693,85.27437623856613,1.8679797508871723
2018,25,SERVICIO DE SALUD VAPARAÍSO-SAN ANTONIO,646252.6,112740.4,11128.4,100524.0,1088.0,8.567411819594568,90.19465897977307,1.2379292006323657,112740.4,21947.4,89704.0,1089.0,17.69088753441286,81.07074599943842,1.2383664661487326,112740.4,28050.8,83548.0,1141.6,23.30188275872244,75.43675060896793,1.2613666323096289,112740.4,8349.4,103245.8,1145.2,6.453248794364493,92.18997517567354,1.356776029961966,112740.4,11407.2,100064.8,1268.4,8.537368892717984,90.14581920749706,1.3168118997849452
2018,26,SERVICIO DE SALUD VIÑA DEL MAR Y QUILLOTA,1318912.8,235225.8,27624.4,204683.0,2918.4,11.410104591039188,87.00685895919274,1.583036449768069,235225.8,47352.2,184628.0,3245.6,19.841036710725884,78.35882241061279,1.8001408786613198,235225.8,54239.4,177764.0,3222.4,22.52065330870177,75.75850407449855,1.7208426167996869,235225.8,21460.6,210662.4,3102.8,8.616274974902154,89.6792605138803,1.7044645112175505,235225.8,29727.4,201932.2,3566.2,11.115107014896951,87.01240637263624,1.872486612466809
2018,27,SERVICIO DE SALUD ACONCAGUA,361550.4,31287.2,4039.8,26530.0,717.4,9.445570367909335,86.4090785993112,4.145351032779464,31287.2,7814.8,22711.8,760.6,21.383339001910905,74.18388481560903,4.4327761824800636,31287.2,6898.8,23627.8,760.6,19.88876009902755,75.6784637184924,4.4327761824800636,31287.2,1886.8,28645.4,755.0,7.286585570224779,88.28645244223681,4.426961987538413,31287.2,2001.4,28545.4,740.4,5.402097365411487,90.18609908386226,4.411803550726254
2018,28,SERVICIO DE SALUD O´HIGGINS,1215119.6,196100.6,16895.8,177398.4,1806.4,7.8955355743031745,90.85091661614393,1.2535478095528894,196100.6,25160.2,168924.8,2015.6,11.584475803435222,87.02983963771479,1.3856845588499827,196100.6,31466.8,162656.2,1977.6,15.057523010808193,83.58262668245467,1.3598503067371364,196100.6,11068.2,183098.6,1933.8,5.257892814812214,93.42738561354997,1.3147215716378058,196100.6,16162.8,177774.8,2163.0,6.774034463649304,91.84023673728245,1.3857287990682436
2018,29,SERVICIO DE SALUD MAULE,1437553.2,198645.4,23824.6,172286.2,2534.6,11.495994312081882,86.87789131915228,1.6261143687658324,198645.4,37098.8,159067.2,2479.4,17.32374595979581,81.02933754679408,1.6469164934101028,198645.4,42449.8,153548.8,2646.8,20.242298796022407,78.02510783962703,1.7325933643505784,198645.4,20668.2,175155.8,2821.4,9.574642774944639,88.68977200049711,1.73558522455826,198645.4,26803.6,169173.0,2668.8,13.152457643850255,85.09002343932828,1.7575189168214704
2018,30,SERVICIO DE SALUD ÑUBLE,637482.6,107518.2,12793.2,93397.0,1328.0,10.916591108073312,87.73293894421235,1.350469947714334,107518.2,24212.2,81930.4,1375.6,21.00820179873425,77.5901301806547,1.401668020611054,107518.2,23890.0,82327.4,1300.8,20.84746575196734,77.82028228656107,1.3322519614715929,107518.2,10496.2,95654.8,1367.2,8.970442272697229,89.62111863054984,1.4084390967529257,107518.2,11317.6,94869.4,1331.2,9.821591609932785,88.82579514985375,1.35261324021348
2018,31,SERVICIO DE SALUD CONCEPCIÓN,879422.2,160426.2,13794.2,145605.6,1026.4,8.833198077046688,90.25705834230043,0.9097435806528809,160426.2,32660.8,126617.4,1148.0,20.686184622814746,78.29629235439735,1.0175230227879069,160426.2,40039.0,119420.2,967.0,25.63894344160195,73.53318563232224,0.8278709260758043,160426.2,9885.4,149665.6,875.2,6.446209295640762,92.77806235109792,0.7757283532613031,160426.2,16235.0,143266.8,924.4,10.225943916159194,88.98430420411864,0.7897518797221583
2018,32,SERVICIO DE SALUD TALCAHUANO,479619.8,104863.2,6796.2,97145.4,921.6,5.797688771291483,93.08706515210345,1.1152460766050685,104863.2,18083.6,85879.6,900.0,17.62350290561786,81.27211314916863,1.1043839452135087,104863.2,16333.6,87528.4,1001.2,14.463347977173118,84.3813769805381,1.1552750422887792,104863.2,3502.8,100373.2,987.2,3.094692966820666,95.6920089320302,1.2132981011491428,104863.2,5947.6,97788.0,1127.6,5.659666336365043,93.08141137947541,1.2589222841595484
2018,33,SERVICIO DE SALUD BIO BIO,408308.8,82027.8,6978.0,73760.2,1289.6,8.124319882247189,90.15588751458696,1.719792603165839,82027.8,9272.8,71570.2,1184.8,10.468993258053723,87.89869108009242,1.632315661853852,82027.8,8777.6,71997.4,1252.8,10.241574797202873,88.0693496935271,1.689075509270027,82027.8,3845.6,76997.4,1184.8,4.5062108781601244,93.86147345998602,1.632315661853852,82027.8,3756.2,77086.8,1184.8,4.149222934565935,94.2184614035802,1.632315661853852
2018,34,SERVICIO DE SALUD ARAUCO,230303.6,36651.0,3699.8,32668.8,282.4,9.940792087562784,89.26176064730859,0.797447265128625,36651.0,9061.8,27306.8,282.4,24.713569709208578,74.48898302566279,0.797447265128625,36651.0,9431.0,26937.6,282.4,25.723689204327545,73.47886353054383,0.797447265128625,36651.0,1842.2,34526.4,282.4,4.884831990977693,94.31772074389367,0.797447265128625,36651.0,3244.2,33124.4,282.4,8.652074119006757,90.5504786158646,0.797447265128625
2018,35,SERVICIO DE SALUD ARAUCANÍA NORTE,313087.8,35114.4,5205.2,29706.8,202.4,15.992009456473827,82.8822953266185,1.1256952169076753,35114.4,8353.4,26491.2,269.8,25.498142174806116,73.42881972607321,1.0730380991206694,35114.4,8526.4,26411.2,176.8,25.495878374918174,73.52080683086602,0.9833147942157954,35114.4,2233.4,32704.2,176.8,6.850973053625533,92.16571215215869,0.9833147942157954,35114.4,3242.2,31695.4,176.8,11.755557217277097,87.26112798850711,0.9833147942157954
2018,36,SERVICIO DE SALUD ARAUCANÍA SUR,975631.0,119806.6,18431.0,99482.0,1893.6,14.172697555402957,82.99004288380571,2.8372595607913285,119806.6,26594.6,91267.0,1945.0,20.56408802225608,76.52979274833149,2.906119229412432,119806.6,31207.6,86621.6,1977.4,22.961906718690187,74.17581648011715,2.8622768011926794,119806.6,9897.2,107973.4,1936.0,8.078476132836723,89.0716064186271,2.8499174485361647,119806.6,11473.6,106143.4,2189.6,9.118291474659681,87.78969968697099,3.0920088383693365
2018,37,SERVICIO DE SALUD VALDIVIA,505389.6,74648.2,6568.4,67189.6,890.2,7.012979457618756,91.1142150912828,1.8728054510984542,74648.2,11530.0,62176.4,941.8,11.329127694486601,86.7146006961247,1.9562716093886976,74648.2,13207.8,60515.6,924.8,13.085062745496025,84.96770334294783,1.94723391155615,74648.2,3792.6,69938.0,917.6,3.9005662961424576,94.15602752314811,1.9434061807094243,74648.2,6787.4,66906.4,954.4,7.637622410794172,90.39940745083535,1.9629701383704679
2018,38,SERVICIO DE SALUD OSORNO,328834.0,69283.8,5371.4,63501.6,410.8,6.81404352070009,92.46863772731862,0.7173187519812898,69283.8,17636.2,51281.6,366.0,26.854607975997432,72.48576482232362,0.659627201678943,69283.8,18767.4,49994.8,521.6,28.60568278553812,70.43804257883991,0.9562746356219636,69283.8,5801.6,63127.0,355.2,7.978026253460904,91.3707683198272,0.6512054267118892,69283.8,7947.2,60933.4,403.2,9.257544202765345,90.00324963718332,0.7392061600513338
2018,39,SERVICIO DE SALUD DEL RELONCAVI,559571.8,68301.6,7181.2,60131.6,988.8,9.204984454201222,88.48268216569495,2.3123333801038304,68301.6,13316.2,53996.6,988.8,19.817183148114097,77.87048347178207,2.3123333801038304,68301.6,16186.6,51091.4,1023.6,25.83594162403201,71.83130964915524,2.332748726812736,68301.6,5470.0,61808.0,1023.6,7.700776517015727,89.96647475617154,2.332748726812736,68301.6,5584.0,61669.4,1048.2,7.773260383210883,89.8795593517856,2.3471802650035136
2018,40,SERVICIO DE SALUD AYSÉN,73151.4,20370.4,1151.4,19083.0,136.0,5.722792181035979,93.68217806747646,0.5950297514875744,20370.4,2506.4,17718.4,145.6,12.20914881570699,87.15381933270044,0.6370318515925797,20370.4,2909.0,17340.6,120.8,14.005026584278966,85.46644698939971,0.5285264263213161,20370.4,586.0,19650.0,134.4,2.6702508888390333,96.7417197096909,0.5880294014700735,20370.4,778.2,19471.4,120.8,3.5163822824819797,95.95509129119671,0.5285264263213161
